top,left,date,qtr,time_remaining,result,shot_type,distance_ft,lead,lebron_team_score,opponent_team_score,opponent,team,season,color
289,171,"Apr 16, 2023",3rd Qtr,8:49,0,3,25,0,65,70,MEM,LAL,2023,red
248,444,"Apr 16, 2023",3rd Qtr,8:29,1,3,28,0,68,72,MEM,LAL,2023,green
318,236,"Apr 16, 2023",3rd Qtr,0:32,1,3,27,1,94,88,MEM,LAL,2023,green
216,423,"Apr 16, 2023",4th Qtr,5:26,1,3,25,1,108,101,MEM,LAL,2023,green
58,253,"Apr 19, 2023",1st Qtr,10:41,1,2,2,1,2,0,MEM,LAL,2023,green
75,259,"Apr 19, 2023",1st Qtr,10:19,0,2,3,1,2,0,MEM,LAL,2023,red
331,298,"Apr 19, 2023",1st Qtr,9:42,0,3,29,1,3,0,MEM,LAL,2023,red
253,340,"Apr 19, 2023",1st Qtr,8:31,1,2,23,1,5,4,MEM,LAL,2023,green
56,250,"Apr 19, 2023",2nd Qtr,11:35,1,2,1,0,21,30,MEM,LAL,2023,green
71,257,"Apr 19, 2023",2nd Qtr,10:08,0,2,3,0,23,35,MEM,LAL,2023,red
263,91,"Apr 19, 2023",2nd Qtr,9:06,1,3,26,0,28,39,MEM,LAL,2023,green
56,247,"Apr 19, 2023",2nd Qtr,7:36,1,2,1,0,32,39,MEM,LAL,2023,green
316,260,"Apr 19, 2023",2nd Qtr,6:49,0,3,27,0,32,41,MEM,LAL,2023,red
272,126,"Apr 19, 2023",3rd Qtr,9:59,0,3,25,0,46,66,MEM,LAL,2023,red
151,468,"Apr 19, 2023",3rd Qtr,9:34,0,3,25,0,46,66,MEM,LAL,2023,red
56,230,"Apr 19, 2023",3rd Qtr,8:35,1,2,1,0,50,66,MEM,LAL,2023,green
157,272,"Apr 19, 2023",3rd Qtr,8:10,1,2,11,0,52,66,MEM,LAL,2023,green
62,237,"Apr 19, 2023",3rd Qtr,6:10,1,2,1,0,56,69,MEM,LAL,2023,green
59,259,"Apr 19, 2023",3rd Qtr,5:40,0,2,2,0,56,69,MEM,LAL,2023,red
299,137,"Apr 19, 2023",3rd Qtr,0:00,0,3,27,0,71,83,MEM,LAL,2023,red
231,248,"Apr 19, 2023",4th Qtr,8:49,0,2,18,0,75,86,MEM,LAL,2023,red
57,243,"Apr 19, 2023",4th Qtr,8:07,1,2,1,0,77,86,MEM,LAL,2023,green
266,106,"Apr 19, 2023",4th Qtr,5:05,0,3,25,0,82,91,MEM,LAL,2023,red
61,237,"Apr 19, 2023",4th Qtr,3:48,1,2,1,0,86,92,MEM,LAL,2023,green
54,256,"Apr 19, 2023",4th Qtr,3:10,1,2,2,0,88,94,MEM,LAL,2023,green
259,123,"Apr 19, 2023",4th Qtr,1:19,0,3,24,0,88,99,MEM,LAL,2023,red
51,240,"Apr 19, 2023",4th Qtr,1:11,1,2,0,0,90,99,MEM,LAL,2023,green
123,225,"Apr 22, 2023",1st Qtr,11:40,1,2,7,1,2,0,MEM,LAL,2023,green
208,183,"Apr 22, 2023",1st Qtr,10:54,1,2,17,1,6,0,MEM,LAL,2023,green
279,356,"Apr 22, 2023",1st Qtr,10:36,0,3,26,1,6,0,MEM,LAL,2023,red
290,317,"Apr 22, 2023",1st Qtr,9:54,0,3,25,1,6,0,MEM,LAL,2023,red
68,232,"Apr 22, 2023",1st Qtr,9:07,1,2,2,1,8,2,MEM,LAL,2023,green
83,241,"Apr 22, 2023",1st Qtr,5:50,1,2,3,1,20,4,MEM,LAL,2023,green
58,240,"Apr 22, 2023",2nd Qtr,9:05,1,2,1,1,42,13,MEM,LAL,2023,green
213,131,"Apr 22, 2023",2nd Qtr,7:35,1,2,20,1,44,15,MEM,LAL,2023,green
226,122,"Apr 22, 2023",2nd Qtr,4:41,0,2,21,1,46,22,MEM,LAL,2023,red
262,97,"Apr 22, 2023",2nd Qtr,1:18,0,3,26,1,53,30,MEM,LAL,2023,red
53,86,"Apr 22, 2023",3rd Qtr,11:26,0,2,15,1,54,37,MEM,LAL,2023,red
50,240,"Apr 22, 2023",3rd Qtr,10:30,1,2,0,1,58,40,MEM,LAL,2023,green
56,232,"Apr 22, 2023",3rd Qtr,8:46,1,2,1,1,63,42,MEM,LAL,2023,green
77,239,"Apr 22, 2023",3rd Qtr,7:18,1,2,3,1,67,48,MEM,LAL,2023,green
63,229,"Apr 22, 2023",3rd Qtr,5:57,0,2,2,1,69,53,MEM,LAL,2023,red
50,346,"Apr 22, 2023",4th Qtr,11:35,0,2,11,1,88,68,MEM,LAL,2023,red
240,75,"Apr 22, 2023",4th Qtr,9:12,0,3,25,1,91,72,MEM,LAL,2023,red
67,239,"Apr 22, 2023",4th Qtr,6:49,0,2,2,1,94,80,MEM,LAL,2023,red
61,226,"Apr 22, 2023",4th Qtr,4:01,1,2,2,1,106,90,MEM,LAL,2023,green
53,215,"Apr 22, 2023",4th Qtr,3:21,0,2,3,1,106,90,MEM,LAL,2023,red
303,152,"Apr 24, 2023",1st Qtr,0:34,1,3,27,1,29,23,MEM,LAL,2023,green
319,212,"Apr 24, 2023",1st Qtr,0:01,0,3,27,1,29,23,MEM,LAL,2023,red
313,197,"Apr 24, 2023",2nd Qtr,11:46,0,3,27,1,29,23,MEM,LAL,2023,red
86,238,"Apr 24, 2023",2nd Qtr,8:24,1,2,4,1,40,30,MEM,LAL,2023,green
223,107,"Apr 24, 2023",2nd Qtr,7:37,1,2,22,1,42,30,MEM,LAL,2023,green
70,231,"Apr 24, 2023",2nd Qtr,5:55,1,2,2,1,46,33,MEM,LAL,2023,green
288,363,"Apr 24, 2023",2nd Qtr,1:05,0,3,27,1,54,47,MEM,LAL,2023,red
98,187,"Apr 24, 2023",3rd Qtr,7:43,0,2,7,1,66,64,MEM,LAL,2023,red
69,238,"Apr 24, 2023",3rd Qtr,0:47,1,2,2,0,78,79,MEM,LAL,2023,green
77,244,"Apr 24, 2023",4th Qtr,11:19,0,2,3,0,81,83,MEM,LAL,2023,red
50,240,"Apr 24, 2023",4th Qtr,10:17,0,2,0,1,84,83,MEM,LAL,2023,red
50,240,"Apr 24, 2023",4th Qtr,10:16,0,2,0,1,84,83,MEM,LAL,2023,red
284,124,"Apr 24, 2023",4th Qtr,9:26,0,3,26,0,84,87,MEM,LAL,2023,red
299,113,"Apr 24, 2023",4th Qtr,8:42,0,3,28,0,84,87,MEM,LAL,2023,red
92,250,"Apr 24, 2023",4th Qtr,0:00,1,2,4,0,104,104,MEM,LAL,2023,green
69,258,"Apr 24, 2023",1st OT,3:50,1,2,3,1,108,104,MEM,LAL,2023,green
210,38,"Apr 24, 2023",1st OT,1:38,0,3,26,1,109,106,MEM,LAL,2023,red
68,231,"Apr 24, 2023",1st OT,0:29,1,2,2,1,113,108,MEM,LAL,2023,green
56,240,"Apr 26, 2023",1st Qtr,11:23,1,2,1,0,2,2,MEM,LAL,2023,green
278,87,"Apr 26, 2023",1st Qtr,9:47,0,3,27,0,4,9,MEM,LAL,2023,red
263,363,"Apr 26, 2023",1st Qtr,1:26,0,3,25,0,24,32,MEM,LAL,2023,red
279,117,"Apr 26, 2023",1st Qtr,0:48,0,3,26,0,24,35,MEM,LAL,2023,red
67,253,"Apr 26, 2023",1st Qtr,0:09,0,2,2,0,24,35,MEM,LAL,2023,red
72,229,"Apr 26, 2023",2nd Qtr,10:05,0,2,2,0,30,40,MEM,LAL,2023,red
77,224,"Apr 26, 2023",2nd Qtr,8:09,0,2,3,0,31,43,MEM,LAL,2023,red
59,242,"Apr 26, 2023",2nd Qtr,3:19,1,2,1,0,44,56,MEM,LAL,2023,green
307,243,"Apr 26, 2023",2nd Qtr,0:09,0,3,26,0,52,61,MEM,LAL,2023,red
52,257,"Apr 26, 2023",3rd Qtr,6:49,1,2,2,0,67,68,MEM,LAL,2023,green
56,246,"Apr 26, 2023",3rd Qtr,5:51,1,2,1,0,69,73,MEM,LAL,2023,green
298,238,"Apr 26, 2023",3rd Qtr,5:11,1,3,25,0,72,75,MEM,LAL,2023,green
293,142,"Apr 26, 2023",4th Qtr,11:32,0,3,26,0,76,96,MEM,LAL,2023,red
263,100,"Apr 26, 2023",4th Qtr,11:06,0,3,26,0,76,98,MEM,LAL,2023,red
272,127,"Apr 26, 2023",4th Qtr,6:38,0,3,25,0,87,106,MEM,LAL,2023,red
100,285,"Apr 26, 2023",4th Qtr,5:23,0,2,7,0,91,106,MEM,LAL,2023,red
294,202,"Apr 26, 2023",4th Qtr,4:52,0,3,25,0,91,106,MEM,LAL,2023,red
60,248,"Apr 28, 2023",1st Qtr,8:27,1,2,1,0,9,9,MEM,LAL,2023,green
83,242,"Apr 28, 2023",1st Qtr,6:11,1,2,3,1,16,11,MEM,LAL,2023,green
279,342,"Apr 28, 2023",1st Qtr,5:53,0,3,25,1,16,11,MEM,LAL,2023,red
241,67,"Apr 28, 2023",1st Qtr,5:24,1,3,26,1,19,11,MEM,LAL,2023,green
70,262,"Apr 28, 2023",2nd Qtr,11:42,1,2,3,1,33,20,MEM,LAL,2023,green
47,385,"Apr 28, 2023",2nd Qtr,8:03,1,2,15,1,39,27,MEM,LAL,2023,green
69,262,"Apr 28, 2023",2nd Qtr,5:50,1,2,3,1,45,27,MEM,LAL,2023,green
42,238,"Apr 28, 2023",2nd Qtr,0:52,1,2,1,1,59,42,MEM,LAL,2023,green
257,62,"Apr 28, 2023",2nd Qtr,0:12,0,3,27,1,59,42,MEM,LAL,2023,red
273,96,"Apr 28, 2023",3rd Qtr,6:10,0,3,27,1,80,52,MEM,LAL,2023,red
68,206,"Apr 28, 2023",3rd Qtr,2:19,0,2,4,1,91,59,MEM,LAL,2023,red
64,98,"Apr 28, 2023",3rd Qtr,2:12,1,2,14,1,93,59,MEM,LAL,2023,green
324,157,"Apr 28, 2023",3rd Qtr,0:27,1,3,29,1,100,64,MEM,LAL,2023,green
220,105,"May 2, 2023",1st Qtr,10:46,1,2,22,0,2,5,GSW,LAL,2023,green
269,137,"May 2, 2023",1st Qtr,10:04,0,3,24,0,2,5,GSW,LAL,2023,red
266,57,"May 2, 2023",1st Qtr,9:39,0,3,28,0,2,5,GSW,LAL,2023,red
249,205,"May 2, 2023",2nd Qtr,9:08,0,2,20,1,36,35,GSW,LAL,2023,red
131,265,"May 2, 2023",2nd Qtr,8:44,1,2,8,1,38,35,GSW,LAL,2023,green
72,277,"May 2, 2023",2nd Qtr,6:14,1,2,4,1,46,44,GSW,LAL,2023,green
110,256,"May 2, 2023",2nd Qtr,5:39,0,2,6,1,46,44,GSW,LAL,2023,red
67,183,"May 2, 2023",2nd Qtr,1:14,1,2,6,1,61,56,GSW,LAL,2023,green
215,334,"May 2, 2023",2nd Qtr,0:02,1,2,19,1,65,64,GSW,LAL,2023,green
142,380,"May 2, 2023",3rd Qtr,11:42,0,2,17,1,65,64,GSW,LAL,2023,red
269,384,"May 2, 2023",3rd Qtr,10:04,0,3,26,0,67,68,GSW,LAL,2023,red
289,359,"May 2, 2023",3rd Qtr,7:18,0,3,27,1,75,73,GSW,LAL,2023,red
67,208,"May 2, 2023",3rd Qtr,6:28,0,2,4,1,78,76,GSW,LAL,2023,red
284,76,"May 2, 2023",3rd Qtr,5:23,1,3,29,1,86,76,GSW,LAL,2023,green
273,395,"May 2, 2023",4th Qtr,11:24,0,3,27,1,96,90,GSW,LAL,2023,red
77,215,"May 2, 2023",4th Qtr,10:47,1,2,4,1,98,92,GSW,LAL,2023,green
49,273,"May 2, 2023",4th Qtr,8:50,1,2,3,1,103,95,GSW,LAL,2023,green
236,237,"May 2, 2023",4th Qtr,8:10,0,2,19,1,103,95,GSW,LAL,2023,red
202,349,"May 2, 2023",4th Qtr,5:58,1,2,19,1,112,98,GSW,LAL,2023,green
277,80,"May 2, 2023",4th Qtr,4:57,0,3,28,1,112,104,GSW,LAL,2023,red
50,240,"May 2, 2023",4th Qtr,4:20,0,2,0,1,112,106,GSW,LAL,2023,red
50,240,"May 2, 2023",4th Qtr,4:20,0,2,0,1,112,106,GSW,LAL,2023,red
151,231,"May 2, 2023",4th Qtr,3:03,0,2,10,1,112,106,GSW,LAL,2023,red
316,119,"May 2, 2023",4th Qtr,0:20,0,3,29,1,115,112,GSW,LAL,2023,red
80,376,"May 4, 2023",1st Qtr,11:14,0,2,14,0,0,0,GSW,LAL,2023,red
230,62,"May 4, 2023",1st Qtr,10:16,1,3,25,0,3,4,GSW,LAL,2023,green
136,238,"May 4, 2023",1st Qtr,6:58,1,2,9,0,11,12,GSW,LAL,2023,green
220,444,"May 4, 2023",1st Qtr,6:33,1,3,27,1,14,12,GSW,LAL,2023,green
133,142,"May 4, 2023",1st Qtr,2:11,1,2,13,1,26,19,GSW,LAL,2023,green
261,101,"May 4, 2023",1st Qtr,1:29,0,3,25,1,26,22,GSW,LAL,2023,red
73,283,"May 4, 2023",1st Qtr,1:07,1,2,5,1,28,22,GSW,LAL,2023,green
175,118,"May 4, 2023",1st Qtr,0:02,1,2,17,1,33,26,GSW,LAL,2023,green
280,395,"May 4, 2023",2nd Qtr,10:08,0,3,28,1,35,33,GSW,LAL,2023,red
64,212,"May 4, 2023",2nd Qtr,8:28,1,2,3,0,37,38,GSW,LAL,2023,green
313,319,"May 4, 2023",2nd Qtr,7:47,1,3,27,0,40,40,GSW,LAL,2023,green
85,198,"May 4, 2023",2nd Qtr,1:37,1,2,5,0,52,63,GSW,LAL,2023,green
84,197,"May 4, 2023",2nd Qtr,0:23,0,2,6,0,54,65,GSW,LAL,2023,red
316,231,"May 4, 2023",3rd Qtr,11:32,0,3,27,0,56,67,GSW,LAL,2023,red
228,137,"May 4, 2023",3rd Qtr,10:14,0,2,21,0,60,68,GSW,LAL,2023,red
140,232,"May 4, 2023",3rd Qtr,8:53,1,2,9,0,62,74,GSW,LAL,2023,green
128,10,"May 4, 2023",3rd Qtr,5:47,0,3,24,0,69,88,GSW,LAL,2023,red
195,30,"May 4, 2023",3rd Qtr,0:48,0,3,26,0,78,105,GSW,LAL,2023,red
214,152,"May 6, 2023",2nd Qtr,8:02,0,2,19,0,29,37,GSW,LAL,2023,red
68,236,"May 6, 2023",2nd Qtr,5:22,1,2,2,0,37,40,GSW,LAL,2023,green
152,193,"May 6, 2023",2nd Qtr,5:00,0,2,11,0,39,40,GSW,LAL,2023,red
138,460,"May 6, 2023",2nd Qtr,4:43,1,3,24,1,42,40,GSW,LAL,2023,green
254,384,"May 6, 2023",2nd Qtr,3:58,0,3,25,0,42,42,GSW,LAL,2023,red
210,447,"May 6, 2023",3rd Qtr,10:16,1,3,26,1,64,50,GSW,LAL,2023,green
255,75,"May 6, 2023",3rd Qtr,8:50,0,3,26,1,65,50,GSW,LAL,2023,red
88,254,"May 6, 2023",3rd Qtr,5:55,0,2,4,1,71,57,GSW,LAL,2023,red
66,252,"May 6, 2023",3rd Qtr,4:31,1,2,2,1,76,61,GSW,LAL,2023,green
63,227,"May 6, 2023",3rd Qtr,2:21,1,2,2,1,80,66,GSW,LAL,2023,green
108,192,"May 6, 2023",3rd Qtr,1:01,1,2,7,1,86,66,GSW,LAL,2023,green
253,349,"May 8, 2023",1st Qtr,9:13,0,2,23,1,6,5,GSW,LAL,2023,red
117,243,"May 8, 2023",1st Qtr,7:41,1,2,7,0,8,11,GSW,LAL,2023,green
88,394,"May 8, 2023",1st Qtr,6:15,0,2,16,0,10,11,GSW,LAL,2023,red
65,221,"May 8, 2023",1st Qtr,1:53,1,2,2,1,20,16,GSW,LAL,2023,green
73,237,"May 8, 2023",1st Qtr,0:56,1,2,2,1,22,18,GSW,LAL,2023,green
288,139,"May 8, 2023",1st Qtr,0:00,0,3,26,1,22,21,GSW,LAL,2023,red
75,256,"May 8, 2023",2nd Qtr,10:03,1,2,3,0,28,29,GSW,LAL,2023,green
250,239,"May 8, 2023",2nd Qtr,9:25,0,2,20,0,28,31,GSW,LAL,2023,red
281,356,"May 8, 2023",2nd Qtr,6:56,0,3,26,0,32,33,GSW,LAL,2023,red
117,467,"May 8, 2023",2nd Qtr,6:12,1,3,24,1,38,33,GSW,LAL,2023,green
167,470,"May 8, 2023",2nd Qtr,0:00,0,3,26,0,49,52,GSW,LAL,2023,red
58,469,"May 8, 2023",3rd Qtr,9:47,1,3,23,0,54,57,GSW,LAL,2023,green
64,232,"May 8, 2023",3rd Qtr,9:25,1,2,2,0,56,57,GSW,LAL,2023,green
199,362,"May 8, 2023",3rd Qtr,8:18,0,2,19,0,59,59,GSW,LAL,2023,red
303,174,"May 8, 2023",3rd Qtr,8:05,0,3,26,0,59,61,GSW,LAL,2023,red
94,255,"May 8, 2023",3rd Qtr,5:54,0,2,5,0,61,71,GSW,LAL,2023,red
91,295,"May 8, 2023",3rd Qtr,5:51,0,2,7,0,61,71,GSW,LAL,2023,red
72,278,"May 8, 2023",3rd Qtr,5:02,0,2,4,0,63,73,GSW,LAL,2023,red
63,234,"May 8, 2023",3rd Qtr,2:55,1,2,1,0,70,77,GSW,LAL,2023,green
77,257,"May 8, 2023",3rd Qtr,1:57,1,2,3,0,74,79,GSW,LAL,2023,green
255,57,"May 8, 2023",3rd Qtr,1:05,0,3,28,0,75,81,GSW,LAL,2023,red
256,411,"May 8, 2023",3rd Qtr,0:08,0,3,27,0,77,84,GSW,LAL,2023,red
115,221,"May 8, 2023",4th Qtr,11:05,1,2,7,0,82,84,GSW,LAL,2023,green
100,271,"May 8, 2023",4th Qtr,3:11,0,2,6,0,96,96,GSW,LAL,2023,red
327,322,"May 8, 2023",4th Qtr,0:47,0,3,29,1,102,101,GSW,LAL,2023,red
205,46,"May 10, 2023",1st Qtr,10:57,0,3,25,0,1,3,GSW,LAL,2023,red
131,262,"May 10, 2023",1st Qtr,7:08,1,2,8,0,7,17,GSW,LAL,2023,green
73,221,"May 10, 2023",1st Qtr,6:44,0,2,3,0,7,17,GSW,LAL,2023,red
249,72,"May 10, 2023",2nd Qtr,11:05,1,3,26,1,34,32,GSW,LAL,2023,green
97,283,"May 10, 2023",2nd Qtr,9:48,0,2,6,0,36,36,GSW,LAL,2023,red
298,232,"May 10, 2023",2nd Qtr,9:16,1,3,25,1,39,38,GSW,LAL,2023,green
80,200,"May 10, 2023",2nd Qtr,6:48,1,2,5,0,47,50,GSW,LAL,2023,green
261,94,"May 10, 2023",2nd Qtr,6:09,1,3,26,0,50,50,GSW,LAL,2023,green
289,94,"May 10, 2023",2nd Qtr,3:42,0,3,28,0,54,58,GSW,LAL,2023,red
118,220,"May 10, 2023",2nd Qtr,0:53,0,2,7,0,59,64,GSW,LAL,2023,red
243,52,"May 10, 2023",3rd Qtr,11:04,0,3,27,0,59,74,GSW,LAL,2023,red
79,283,"May 10, 2023",3rd Qtr,8:52,1,2,5,0,63,79,GSW,LAL,2023,green
118,194,"May 10, 2023",3rd Qtr,2:20,0,2,8,0,75,91,GSW,LAL,2023,red
89,239,"May 10, 2023",3rd Qtr,0:16,1,2,4,0,82,93,GSW,LAL,2023,green
284,385,"May 10, 2023",4th Qtr,9:06,0,3,28,0,84,97,GSW,LAL,2023,red
158,200,"May 10, 2023",4th Qtr,8:22,1,2,12,0,86,99,GSW,LAL,2023,green
50,240,"May 10, 2023",4th Qtr,3:37,1,2,0,0,100,111,GSW,LAL,2023,green
80,252,"May 12, 2023",1st Qtr,11:46,1,2,3,1,2,0,GSW,LAL,2023,green
69,223,"May 12, 2023",1st Qtr,11:08,1,2,3,1,4,2,GSW,LAL,2023,green
298,197,"May 12, 2023",1st Qtr,6:00,1,3,25,1,22,9,GSW,LAL,2023,green
86,118,"May 12, 2023",1st Qtr,4:11,0,2,13,1,27,10,GSW,LAL,2023,red
57,335,"May 12, 2023",1st Qtr,3:42,0,2,10,1,27,10,GSW,LAL,2023,red
186,22,"May 12, 2023",2nd Qtr,6:02,1,3,26,1,45,35,GSW,LAL,2023,green
315,286,"May 12, 2023",2nd Qtr,3:18,0,3,27,1,51,41,GSW,LAL,2023,red
129,263,"May 12, 2023",3rd Qtr,10:45,1,2,8,1,61,48,GSW,LAL,2023,green
67,250,"May 12, 2023",3rd Qtr,8:33,1,2,2,1,68,53,GSW,LAL,2023,green
77,234,"May 12, 2023",3rd Qtr,8:11,1,2,3,1,70,53,GSW,LAL,2023,green
67,232,"May 12, 2023",3rd Qtr,5:48,0,2,2,1,76,58,GSW,LAL,2023,red
68,234,"May 12, 2023",3rd Qtr,3:10,1,2,2,1,83,65,GSW,LAL,2023,green
82,244,"May 12, 2023",3rd Qtr,2:31,1,2,3,1,85,67,GSW,LAL,2023,green
94,245,"May 12, 2023",4th Qtr,10:15,1,2,4,1,95,80,GSW,LAL,2023,green
53,222,"May 16, 2023",1st Qtr,11:36,1,2,2,1,2,0,DEN,LAL,2023,green
108,330,"May 16, 2023",1st Qtr,10:02,0,2,11,0,2,6,DEN,LAL,2023,red
292,152,"May 16, 2023",1st Qtr,9:10,0,3,26,0,5,9,DEN,LAL,2023,red
64,231,"May 16, 2023",1st Qtr,7:19,0,2,2,0,9,16,DEN,LAL,2023,red
54,279,"May 16, 2023",1st Qtr,2:13,1,2,4,0,21,34,DEN,LAL,2023,green
49,214,"May 16, 2023",1st Qtr,1:20,1,2,3,0,23,34,DEN,LAL,2023,green
85,152,"May 16, 2023",1st Qtr,0:00,1,2,10,0,25,37,DEN,LAL,2023,green
62,219,"May 16, 2023",2nd Qtr,9:56,1,2,2,0,29,44,DEN,LAL,2023,green
88,218,"May 16, 2023",3rd Qtr,11:32,1,2,4,0,56,72,DEN,LAL,2023,green
309,314,"May 16, 2023",3rd Qtr,10:29,0,3,27,0,58,78,DEN,LAL,2023,red
213,104,"May 16, 2023",3rd Qtr,5:50,1,2,21,0,72,90,DEN,LAL,2023,green
59,219,"May 16, 2023",3rd Qtr,4:53,1,2,2,0,76,93,DEN,LAL,2023,green
75,276,"May 16, 2023",4th Qtr,11:18,1,2,4,0,94,106,DEN,LAL,2023,green
147,155,"May 16, 2023",4th Qtr,2:37,0,2,13,0,121,125,DEN,LAL,2023,red
307,150,"May 16, 2023",4th Qtr,0:45,0,3,27,0,126,129,DEN,LAL,2023,red
340,189,"May 16, 2023",4th Qtr,0:09,0,3,29,0,126,132,DEN,LAL,2023,red
44,252,"May 18, 2023",1st Qtr,6:49,1,2,1,1,16,15,DEN,LAL,2023,green
57,262,"May 18, 2023",2nd Qtr,11:47,1,2,2,1,29,27,DEN,LAL,2023,green
69,244,"May 18, 2023",2nd Qtr,9:22,1,2,2,1,36,27,DEN,LAL,2023,green
63,273,"May 18, 2023",2nd Qtr,8:55,0,2,4,1,36,30,DEN,LAL,2023,red
68,220,"May 18, 2023",2nd Qtr,5:46,0,2,3,1,45,36,DEN,LAL,2023,red
68,226,"May 18, 2023",2nd Qtr,4:56,0,2,2,1,47,42,DEN,LAL,2023,red
289,408,"May 18, 2023",2nd Qtr,3:41,0,3,29,1,49,44,DEN,LAL,2023,red
285,421,"May 18, 2023",2nd Qtr,2:41,0,3,30,1,49,48,DEN,LAL,2023,red
56,221,"May 18, 2023",2nd Qtr,1:41,1,2,2,1,51,48,DEN,LAL,2023,green
62,263,"May 18, 2023",3rd Qtr,9:33,1,2,3,1,62,52,DEN,LAL,2023,green
68,252,"May 18, 2023",3rd Qtr,6:47,1,2,2,1,68,57,DEN,LAL,2023,green
346,159,"May 18, 2023",3rd Qtr,0:16,0,3,31,1,79,74,DEN,LAL,2023,red
314,98,"May 18, 2023",4th Qtr,10:13,0,3,30,1,81,79,DEN,LAL,2023,red
318,278,"May 18, 2023",4th Qtr,9:50,0,3,27,0,81,81,DEN,LAL,2023,red
316,120,"May 18, 2023",4th Qtr,7:35,0,3,29,0,83,84,DEN,LAL,2023,red
93,284,"May 18, 2023",4th Qtr,4:37,1,2,6,0,89,99,DEN,LAL,2023,green
63,263,"May 18, 2023",4th Qtr,3:56,1,2,3,0,91,99,DEN,LAL,2023,green
66,258,"May 18, 2023",4th Qtr,0:26,0,2,2,0,99,103,DEN,LAL,2023,red
78,212,"May 18, 2023",4th Qtr,0:21,1,2,4,0,101,105,DEN,LAL,2023,green
63,262,"May 20, 2023",1st Qtr,5:43,0,2,3,0,9,17,DEN,LAL,2023,red
237,382,"May 20, 2023",1st Qtr,2:36,1,2,23,0,14,26,DEN,LAL,2023,green
130,232,"May 20, 2023",1st Qtr,2:03,1,2,8,0,16,28,DEN,LAL,2023,green
308,224,"May 20, 2023",1st Qtr,0:04,0,3,26,0,20,32,DEN,LAL,2023,red
322,231,"May 20, 2023",2nd Qtr,9:09,0,3,27,0,28,36,DEN,LAL,2023,red
69,260,"May 20, 2023",2nd Qtr,6:24,1,2,3,0,41,47,DEN,LAL,2023,green
243,80,"May 20, 2023",2nd Qtr,1:51,0,3,25,0,50,55,DEN,LAL,2023,red
66,258,"May 20, 2023",2nd Qtr,0:50,1,2,2,0,53,55,DEN,LAL,2023,green
131,251,"May 20, 2023",3rd Qtr,10:02,0,2,8,0,57,63,DEN,LAL,2023,red
85,303,"May 20, 2023",3rd Qtr,6:45,0,2,7,0,64,71,DEN,LAL,2023,red
290,342,"May 20, 2023",3rd Qtr,0:44,1,3,26,0,79,83,DEN,LAL,2023,green
101,467,"May 20, 2023",3rd Qtr,0:25,1,3,23,0,82,83,DEN,LAL,2023,green
228,333,"May 20, 2023",3rd Qtr,0:01,0,2,20,0,82,84,DEN,LAL,2023,red
308,264,"May 20, 2023",4th Qtr,10:22,0,3,26,1,85,84,DEN,LAL,2023,red
60,251,"May 20, 2023",4th Qtr,9:30,0,2,1,0,87,89,DEN,LAL,2023,red
58,220,"May 20, 2023",4th Qtr,8:36,1,2,2,0,90,91,DEN,LAL,2023,green
315,242,"May 20, 2023",4th Qtr,6:00,0,3,27,0,94,102,DEN,LAL,2023,red
128,462,"May 20, 2023",4th Qtr,3:34,1,3,24,0,101,108,DEN,LAL,2023,green
306,280,"May 20, 2023",4th Qtr,1:27,0,3,26,0,103,114,DEN,LAL,2023,red
38,86,"May 22, 2023",1st Qtr,10:44,0,2,15,1,2,0,DEN,LAL,2023,red
67,212,"May 22, 2023",1st Qtr,7:25,1,2,3,1,13,7,DEN,LAL,2023,green
268,109,"May 22, 2023",1st Qtr,5:36,1,3,25,1,18,15,DEN,LAL,2023,green
108,244,"May 22, 2023",1st Qtr,5:09,1,2,6,1,20,15,DEN,LAL,2023,green
56,471,"May 22, 2023",1st Qtr,4:27,1,3,23,1,23,15,DEN,LAL,2023,green
93,268,"May 22, 2023",1st Qtr,2:49,1,2,5,1,25,22,DEN,LAL,2023,green
84,244,"May 22, 2023",1st Qtr,2:22,0,2,3,1,26,22,DEN,LAL,2023,red
291,338,"May 22, 2023",1st Qtr,2:08,1,3,26,1,29,22,DEN,LAL,2023,green
268,99,"May 22, 2023",1st Qtr,0:42,1,3,26,1,32,24,DEN,LAL,2023,green
72,238,"May 22, 2023",2nd Qtr,9:17,1,2,2,1,43,33,DEN,LAL,2023,green
81,249,"May 22, 2023",2nd Qtr,7:50,1,2,3,1,45,38,DEN,LAL,2023,green
50,240,"May 22, 2023",2nd Qtr,5:18,1,2,0,1,55,43,DEN,LAL,2023,green
87,257,"May 22, 2023",2nd Qtr,4:08,1,2,4,1,59,46,DEN,LAL,2023,green
262,85,"May 22, 2023",3rd Qtr,5:27,0,3,26,1,81,78,DEN,LAL,2023,red
95,228,"May 22, 2023",3rd Qtr,4:21,0,2,5,0,81,83,DEN,LAL,2023,red
90,236,"May 22, 2023",3rd Qtr,2:47,1,2,4,0,85,86,DEN,LAL,2023,green
109,273,"May 22, 2023",3rd Qtr,1:40,1,2,7,0,87,88,DEN,LAL,2023,green
317,189,"May 22, 2023",3rd Qtr,1:06,0,3,27,0,87,91,DEN,LAL,2023,red
90,248,"May 22, 2023",3rd Qtr,0:10,1,2,4,0,89,94,DEN,LAL,2023,green
